Model,Epoch,Train Loss,Train Acc,Val Loss,Val Acc,Date/Time,Video Name,Comment
BPNN_v2,1,1.0281535387039185,0.4552895128726959,1.0069431066513062,0.4516063332557678,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,2,1.0048573017120361,0.4625591039657593,0.9833955764770508,0.5002033114433289,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,3,0.9495671391487122,0.5084133744239807,0.8987186551094055,0.5819438695907593,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,4,0.8629658818244934,0.5820242762565613,0.7648959755897522,0.6490443348884583,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,5,0.8132040500640869,0.6203039884567261,0.8262662291526794,0.5734038352966309,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,6,0.7562723159790039,0.6505007147789001,0.6942209601402283,0.7108580470085144,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,7,0.7128631472587585,0.6820192337036133,0.6786285042762756,0.6945912837982178,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,8,0.6677175760269165,0.7061156034469604,0.6503269076347351,0.7179747819900513,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,9,0.6407551765441895,0.7216206789016724,0.6057096123695374,0.7405449151992798,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
BPNN_v2,10,0.6164363026618958,0.7361090183258057,0.5642342567443848,0.75701504945755,2023-04-06 12:50:32,animal_3_learning_day_11,without frame subtraction
,,,,,,,,
BPNN_v2,1,1.032106876373291,0.4542727768421173,1.0086047649383545,0.4516063332557678,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,2,1.0017502307891846,0.4626099467277527,0.9833808541297913,0.4516063332557678,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,3,0.9651652574539185,0.48726552724838257,0.921654999256134,0.5081334114074707,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,4,0.9045132994651794,0.5475065112113953,0.8674674034118652,0.5990239977836609,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,5,0.8399442434310913,0.5974785089492798,0.7725623250007629,0.6531110405921936,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,6,0.7799012064933777,0.6404860019683838,0.7392981648445129,0.6659210920333862,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,7,0.732281506061554,0.6683951020240784,0.6937925815582275,0.6992679834365845,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,8,0.6885605454444885,0.6958975195884705,0.6797386407852173,0.6815778613090515,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,9,0.6515526175498962,0.711351752281189,0.6838151216506958,0.6897112727165222,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
BPNN_v2,10,0.6120308041572571,0.7325504422187805,0.6973640322685242,0.6927613019943237,2023-04-06 13:19:29,animal_3_learning_day_11,without frame subtraction
,,,,,,,,
BPNN_v2,1,1.0780036449432373,0.45864471793174744,1.0153383016586304,0.4516063332557678,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,2,1.0098344087600708,0.4576279819011688,0.9988892078399658,0.4516063332557678,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,3,0.9886497259140015,0.4687611162662506,0.9721276760101318,0.521146833896637,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,4,0.9475967288017273,0.5016013383865356,0.91939777135849,0.4928832948207855,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,5,0.8871490955352783,0.560520589351654,0.8282656073570251,0.6583977341651917,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,6,0.8228285312652588,0.6130344271659851,0.7330889105796814,0.6836112141609192,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,7,0.7637109160423279,0.6502974033355713,0.7112964391708374,0.6878812313079834,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,8,0.729072093963623,0.6738345623016357,0.707309901714325,0.7108580470085144,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,9,0.6861690878868103,0.6974734663963318,0.6306310296058655,0.73139488697052,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,10,0.646120011806488,0.7151644825935364,0.6362835168838501,0.7222447991371155,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,11,0.6186789274215698,0.7321946024894714,0.6031631231307983,0.7324115633964539,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,12,0.5694343447685242,0.7559351325035095,0.6265833973884583,0.7210248112678528,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,13,0.5331419110298157,0.7698642611503601,0.5959094762802124,0.7309882044792175,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,14,0.4946782886981964,0.7931472659111023,0.6157064437866211,0.7334282398223877,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,15,0.4666840434074402,0.8036704063415527,0.648931086063385,0.7250915169715881,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,16,0.44938257336616516,0.811194121837616,0.5932302474975586,0.7370882630348206,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,17,0.4087359309196472,0.8295460343360901,0.6928344964981079,0.7120780944824219,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,18,0.3862740993499756,0.8394591212272644,0.6281713247299194,0.7173647880554199,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,19,0.35756567120552063,0.8528290390968323,0.6182412505149841,0.7389182448387146,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,20,0.32779747247695923,0.866300642490387,0.6982686519622803,0.721838116645813,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,21,0.3007015287876129,0.8810939788818359,0.7003299593925476,0.7210248112678528,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,22,0.2725565433502197,0.8914645910263062,0.7298121452331543,0.7214314937591553,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,23,0.2624821960926056,0.8950739502906799,0.7186250686645508,0.7330215573310852,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,24,0.245001882314682,0.9036144614219666,0.742256760597229,0.7246848344802856,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,25,0.23547247052192688,0.9070713520050049,0.8072327375411987,0.7181780934333801,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,26,0.20624783635139465,0.9212037920951843,0.7765271663665771,0.726108193397522,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,27,0.2051437646150589,0.9207971096038818,0.7791779041290283,0.7116714119911194,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,28,0.18814073503017426,0.9292359352111816,0.8428496718406677,0.70577472448349,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,29,0.18183058500289917,0.930811882019043,0.9331706166267395,0.7061813473701477,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,30,0.17855261266231537,0.9284225702285767,0.855452835559845,0.7074013948440552,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,31,0.1624320149421692,0.9386914968490601,0.857782781124115,0.7214314937591553,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,32,0.15858577191829681,0.9405724406242371,0.8519694805145264,0.7185847759246826,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,33,0.14670173823833466,0.9467235803604126,0.9917964339256287,0.7130947709083557,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,34,0.14516475796699524,0.9458593726158142,0.9568046927452087,0.7120780944824219,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,35,0.13141289353370667,0.9501804709434509,1.0955551862716675,0.704961359500885,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,36,0.13440632820129395,0.9501296281814575,0.9852822422981262,0.7008946537971497,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,37,0.13561810553073883,0.9517564177513123,0.9325157403945923,0.7151281237602234,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,38,0.11328127235174179,0.958060085773468,1.0496035814285278,0.7074013948440552,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,39,0.11725358664989471,0.9575517177581787,0.9152645468711853,0.7114681005477905,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,40,0.12044334411621094,0.9541965126991272,1.1132287979125977,0.702318012714386,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,41,0.10816490650177002,0.9597376585006714,1.017625093460083,0.7169581055641174,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,42,0.11140917986631393,0.9581617712974548,1.0833779573440552,0.6891012787818909,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,43,0.1099964901804924,0.9595851898193359,1.207532286643982,0.6903212666511536,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,44,0.10460397601127625,0.962635338306427,1.0338178873062134,0.7122814059257507,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,45,0.10210447758436203,0.9627878665924072,1.1531882286071777,0.6994713544845581,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,46,0.10017488896846771,0.963702917098999,1.0750914812088013,0.7116714119911194,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,47,0.09608115255832672,0.9657871723175049,1.1707854270935059,0.6919479370117188,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,48,0.09854558855295181,0.9656347036361694,1.1450517177581787,0.7143147587776184,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,49,0.0924428254365921,0.9675156474113464,1.243126630783081,0.6714111566543579,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,50,0.08732136338949203,0.9691423773765564,1.2134697437286377,0.7104514241218567,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,51,0.09199223667383194,0.9660922288894653,1.132049560546875,0.7019113302230835,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,52,0.08756956458091736,0.968532383441925,1.2143458127975464,0.6966246366500854,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,53,0.08349904417991638,0.9700065851211548,1.1080821752548218,0.6893045902252197,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,54,0.07668442279100418,0.9722434282302856,1.1657099723815918,0.7000813484191895,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,55,0.08138138800859451,0.9710741639137268,1.0721560716629028,0.7002846598625183,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,56,0.08350498229265213,0.9699558019638062,1.158408522605896,0.6787312030792236,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,57,0.07410985976457596,0.9738701581954956,1.1615852117538452,0.7080113887786865,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,58,0.07989872992038727,0.9732093214988708,1.4237537384033203,0.7069947123527527,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,59,0.08175749331712723,0.9718366861343384,1.2192223072052002,0.6935746073722839,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,60,0.07500327378511429,0.973921000957489,1.251097559928894,0.7002846598625183,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,61,0.07008783519268036,0.975801944732666,1.186233639717102,0.7051647305488586,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,62,0.06982544809579849,0.9744293689727783,1.2700467109680176,0.6917446255683899,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,63,0.0628013163805008,0.9773778915405273,1.3521709442138672,0.7055713534355164,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,64,0.06777670979499817,0.9755985736846924,1.3279191255569458,0.6781212091445923,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,65,0.069339320063591,0.9762086272239685,1.140729308128357,0.7000813484191895,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,66,0.06624940782785416,0.9772762060165405,1.3753560781478882,0.6862545609474182,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,67,0.06395357102155685,0.9776320457458496,1.342201828956604,0.7013013362884521,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,68,0.0686587244272232,0.9764119982719421,1.3937729597091675,0.6897112727165222,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,69,0.06343410164117813,0.9789029359817505,1.3839097023010254,0.6866612434387207,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,70,0.060532160103321075,0.9796655178070068,1.3421525955200195,0.7157381176948547,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,71,0.07201341539621353,0.9746326804161072,1.5569696426391602,0.6856445670127869,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,72,0.06274497509002686,0.9801230430603027,1.556639552116394,0.6750711798667908,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,73,0.062035709619522095,0.9784454107284546,1.3934842348098755,0.6809678673744202,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,74,0.05891219526529312,0.9798179864883423,1.4433448314666748,0.6974380016326904,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,75,0.061462320387363434,0.9793604612350464,1.4539531469345093,0.6825945377349854,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,76,0.06226787343621254,0.9792588353157043,1.2483627796173096,0.6878812313079834,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,77,0.05908386781811714,0.9785979390144348,1.4168962240219116,0.6868645548820496,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,78,0.05397854000329971,0.9808347225189209,1.329249620437622,0.6807645559310913,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,79,0.06069108843803406,0.9791571497917175,1.4286173582077026,0.6842212080955505,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,80,0.056557632982730865,0.97956383228302,1.2910683155059814,0.6775111556053162,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,81,0.05371805652976036,0.9819023013114929,1.3754533529281616,0.6850345730781555,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,82,0.0586957149207592,0.9789029359817505,1.3299131393432617,0.6911346316337585,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,83,0.05195072293281555,0.9817497730255127,1.5868276357650757,0.6817812323570251,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,84,0.052913907915353775,0.9824615120887756,1.3883492946624756,0.6888979077339172,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,85,0.053563348948955536,0.9815973043441772,1.3500337600708008,0.6925579309463501,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,86,0.05537416785955429,0.9815973043441772,1.4208199977874756,0.675884485244751,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,87,0.05214358866214752,0.9828173518180847,1.4340940713882446,0.6703944802284241,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,88,0.052616268396377563,0.9831731915473938,1.4826740026474,0.6750711798667908,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,89,0.05569584667682648,0.9812414050102234,1.4609062671661377,0.6891012787818909,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,90,0.04712039604783058,0.9835798740386963,1.5432108640670776,0.6756811738014221,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,91,0.04814257100224495,0.9835798740386963,1.4744173288345337,0.6821878552436829,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,92,0.043508633971214294,0.984139084815979,1.4589852094650269,0.6899145841598511,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,93,0.05585487186908722,0.9810889363288879,1.4659099578857422,0.6781212091445923,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,94,0.04959776625037193,0.9828681945800781,1.5895017385482788,0.6795445084571838,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,95,0.04893583431839943,0.9839357137680054,1.4237064123153687,0.7004880309104919,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,96,0.045937925577163696,0.9850032925605774,1.6828432083129883,0.6722244620323181,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,97,0.053337130695581436,0.9832240343093872,1.5485366582870483,0.679341197013855,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,98,0.045412782579660416,0.9842916131019592,1.4221223592758179,0.6789345145225525,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,99,0.051811493933200836,0.9826139807701111,1.6187834739685059,0.6901179552078247,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,100,0.052922025322914124,0.9836307168006897,1.544134259223938,0.6886945962905884,2023-04-06 15:03:23,animal_3_learning_day_11,without frame subtraction
,,,,,,,,
BPNN_v2,1,1.0780036449432373,0.45864471793174744,1.0153383016586304,0.4516063332557678,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,2,1.0098344087600708,0.4576279819011688,0.9988892078399658,0.4516063332557678,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,3,0.9886497259140015,0.4687611162662506,0.9721276760101318,0.521146833896637,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,4,0.9475967288017273,0.5016013383865356,0.91939777135849,0.4928832948207855,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,5,0.8871490955352783,0.560520589351654,0.8282656073570251,0.6583977341651917,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,6,0.8228285312652588,0.6130344271659851,0.7330889105796814,0.6836112141609192,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,7,0.7637109160423279,0.6502974033355713,0.7112964391708374,0.6878812313079834,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,8,0.729072093963623,0.6738345623016357,0.707309901714325,0.7108580470085144,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,9,0.6861690878868103,0.6974734663963318,0.6306310296058655,0.73139488697052,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,10,0.646120011806488,0.7151644825935364,0.6362835168838501,0.7222447991371155,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,11,0.6186789274215698,0.7321946024894714,0.6031631231307983,0.7324115633964539,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,12,0.5694343447685242,0.7559351325035095,0.6265833973884583,0.7210248112678528,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,13,0.5331419110298157,0.7698642611503601,0.5959094762802124,0.7309882044792175,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,14,0.4946782886981964,0.7931472659111023,0.6157064437866211,0.7334282398223877,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,15,0.4666840434074402,0.8036704063415527,0.648931086063385,0.7250915169715881,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,16,0.44938257336616516,0.811194121837616,0.5932302474975586,0.7370882630348206,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,17,0.4087359309196472,0.8295460343360901,0.6928344964981079,0.7120780944824219,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,18,0.3862740993499756,0.8394591212272644,0.6281713247299194,0.7173647880554199,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,19,0.35756567120552063,0.8528290390968323,0.6182412505149841,0.7389182448387146,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
BPNN_v2,20,0.32779747247695923,0.866300642490387,0.6982686519622803,0.721838116645813,2023-04-06 15:05:23,animal_3_learning_day_11,without frame subtraction
